subscription_level,sign_up_date,building_type,vacancy_level,city_id,has_online_tour,photo_quality,lead_volume
Level5,11/28/17,low-rise,LOW,152,,low,high
Level9,6/30/17,low-rise,HIGH,199,no,high,high
Level8,7/30/16,low-rise,LOW,195,,low,high
Level9,10/30/18,low-rise,HIGH,154,no,low,high
Level9,2/24/18,low-rise,LOW,130,,low,high
Level8,6/1/17,low-rise,LOW,130,,low,high
Level8,8/1/17,low-rise,LOW,193,,low,high
Level9,3/4/18,low-rise,LOW,141,,low,high
Level5,11/30/17,mid-rise,LOW,155,,low,medium
Level8,8/2/17,low-rise,LOW,193,,high,high
Level6,9/29/16,low-rise,LOW,154,,low,high
Level10,4/25/18,low-rise,LOW,180,,low,high
Level6,6/28/17,low-rise,LOW,180,,high,medium
Level3,12/25/16,low-rise,LOW,191,,high,medium
Level9,11/26/18,low-rise,LOW,169,,low,high
Level5,10/24/17,low-rise,HIGH,141,no,low,high
Level7,10/4/17,low-rise,LOW,180,,low,medium
Level1,9/30/17,low-rise,HIGH,154,no,low,high
Level8,3/26/18,mid-rise,HIGH,130,no,high,medium
Level1,2/28/17,mid-rise,LOW,182,,low,medium
Level6,7/2/17,low-rise,HIGH,199,no,low,high
Level2,2/24/18,low-rise,LOW,193,,low,high
Level10,10/23/16,low-rise,LOW,155,,low,medium
Level7,11/23/17,low-rise,LOW,176,,low,medium
Level4,3/30/18,low-rise,LOW,193,,low,high
Level10,7/29/18,mid-rise,LOW,179,,low,medium
Level4,12/4/16,mid-rise,LOW,188,,low,high
Level6,6/30/18,low-rise,LOW,152,,high,medium
Level1,4/3/17,low-rise,LOW,130,,high,medium
Level10,10/29/16,mid-rise,LOW,155,,high,medium
Level7,12/28/16,low-rise,LOW,165,,low,high
Level2,8/31/17,mid-rise,LOW,179,,high,high
Level10,1/29/18,low-rise,LOW,179,,high,medium
Level2,2/6/17,low-rise,LOW,191,,high,medium
Level8,4/5/17,low-rise,LOW,195,,high,medium
Level6,7/24/18,mid-rise,LOW,180,,high,medium
Level4,1/5/18,mid-rise,LOW,130,,high,medium
Level8,9/23/16,low-rise,HIGH,188,no,low,high
Level7,10/24/17,low-rise,LOW,180,,high,medium
Level8,5/27/17,low-rise,LOW,179,,high,medium
Level5,8/25/18,low-rise,LOW,155,,low,high
Level1,9/3/18,mid-rise,LOW,179,,low,medium
Level10,3/5/17,mid-rise,LOW,152,,high,medium
Level3,1/23/17,low-rise,LOW,180,,high,high
Level7,4/24/18,mid-rise,LOW,188,,high,medium
Level4,12/3/16,low-rise,LOW,195,,high,medium
Level9,9/24/16,low-rise,LOW,193,,low,high
Level5,10/4/18,mid-rise,HIGH,152,no,low,high
Level4,10/24/16,mid-rise,LOW,152,,high,medium
Level7,9/6/16,low-rise,LOW,152,,high,medium
Level9,10/4/16,low-rise,LOW,160,,high,medium
Level7,9/25/16,low-rise,LOW,123,,high,medium
Level1,4/25/17,low-rise,HIGH,188,no,low,high
Level2,3/7/17,low-rise,LOW,155,,low,medium
Level7,9/2/18,mid-rise,HIGH,188,no,low,high
Level9,8/27/18,low-rise,LOW,152,,high,medium
Level8,5/7/17,low-rise,LOW,152,,high,medium
Level1,9/24/16,mid-rise,LOW,154,,low,high
Level10,5/2/17,low-rise,LOW,199,,low,high
Level7,10/2/16,mid-rise,LOW,193,,low,high
Level9,8/2/17,mid-rise,LOW,152,,high,medium
Level5,5/1/19,low-rise,LOW,152,,high,medium
Level3,5/23/17,low-rise,LOW,179,,high,medium
Level1,3/7/18,mid-rise,LOW,188,,high,medium
Level9,11/25/17,low-rise,LOW,155,,low,medium
Level5,5/27/18,low-rise,HIGH,152,yes,high,medium
Level5,11/30/16,low-rise,LOW,154,,low,high
Level8,11/1/17,low-rise,HIGH,188,no,high,medium
Level8,9/25/16,mid-rise,LOW,188,,low,high
Level3,2/3/18,low-rise,LOW,178,,high,medium
Level4,5/25/17,mid-rise,HIGH,152,no,low,high
Level5,10/27/18,low-rise,HIGH,154,no,low,high
Level2,5/25/18,mid-rise,HIGH,155,yes,high,high
Level3,10/4/16,low-rise,LOW,123,,high,medium
Level3,5/6/17,low-rise,LOW,105,,high,medium
Level4,4/29/18,mid-rise,LOW,180,,low,high
Level10,11/23/18,mid-rise,LOW,199,,high,medium
Level9,7/7/18,low-rise,LOW,175,,low,high
Level1,3/9/17,low-rise,LOW,141,,low,medium
Level9,11/1/17,mid-rise,LOW,176,,low,medium
Level1,2/25/18,low-rise,HIGH,175,no,high,medium
Level8,12/7/18,mid-rise,LOW,155,,high,medium
Level3,7/28/18,low-rise,LOW,176,,low,medium
Level2,7/2/17,mid-rise,LOW,123,,high,high
Level9,1/30/18,low-rise,HIGH,103,yes,low,high
Level1,7/7/18,low-rise,LOW,141,,low,high
Level3,10/7/17,mid-rise,LOW,193,,high,medium
Level8,7/31/17,low-rise,LOW,179,,low,medium
Level6,6/24/17,mid-rise,LOW,179,,high,medium
Level8,2/23/17,low-rise,LOW,152,,high,medium
Level9,11/1/17,mid-rise,LOW,152,,high,medium
Level5,6/24/18,low-rise,LOW,155,,high,medium
Level4,2/26/18,low-rise,LOW,152,,high,high
Level2,1/29/17,mid-rise,LOW,193,,high,medium
Level4,8/29/17,low-rise,LOW,141,,high,high
Level7,8/31/16,low-rise,LOW,178,,low,medium
Level9,1/4/19,low-rise,LOW,141,,low,medium
Level1,12/26/16,mid-rise,HIGH,152,no,low,high
Level9,12/28/17,mid-rise,LOW,195,,low,high
Level10,6/24/17,mid-rise,LOW,155,,high,high
Level1,7/29/18,low-rise,LOW,152,,high,medium
Level1,12/26/16,mid-rise,LOW,123,,low,high
Level3,9/24/18,low-rise,LOW,199,,low,high
Level1,4/23/17,mid-rise,LOW,199,,low,medium
Level8,11/29/17,mid-rise,LOW,193,,high,medium
Level6,7/29/16,mid-rise,LOW,169,,low,medium
Level4,6/4/17,low-rise,LOW,178,,high,medium
Level7,4/26/17,low-rise,LOW,152,,high,medium
Level3,1/4/17,mid-rise,HIGH,154,no,low,medium
Level7,3/30/17,low-rise,LOW,180,,low,high
Level2,10/29/16,low-rise,LOW,154,,high,high
Level3,6/28/17,low-rise,LOW,152,,high,high
Level10,11/6/16,low-rise,LOW,178,,high,medium
Level6,8/5/18,low-rise,LOW,193,,low,high
Level10,3/28/18,low-rise,HIGH,152,no,high,high
Level5,5/30/18,low-rise,LOW,193,,high,medium
Level7,3/24/18,mid-rise,LOW,178,,low,high
Level1,11/25/18,low-rise,LOW,130,,high,medium
Level8,5/29/17,mid-rise,LOW,152,,high,high
Level7,4/30/17,low-rise,LOW,199,,low,high
Level6,12/31/17,mid-rise,LOW,195,,low,medium
Level4,4/5/18,mid-rise,LOW,188,,low,high
Level5,6/23/17,mid-rise,LOW,176,,high,medium
Level9,5/31/14,low-rise,LOW,123,,high,medium
Level5,10/24/17,low-rise,LOW,178,,low,medium
Level6,2/28/18,low-rise,LOW,178,,high,medium
Level4,8/28/16,mid-rise,LOW,176,,high,medium
Level4,11/3/17,low-rise,LOW,199,,low,high
Level5,10/24/18,mid-rise,LOW,155,,low,high
Level1,9/5/16,low-rise,LOW,199,,low,high
Level3,10/27/17,low-rise,HIGH,160,no,low,high
Level9,6/24/18,low-rise,LOW,175,,high,medium
Level5,11/6/17,mid-rise,HIGH,154,no,high,high
Level3,5/26/18,mid-rise,HIGH,160,yes,low,high
Level2,4/25/18,low-rise,LOW,152,,high,medium
Level4,10/3/18,low-rise,LOW,195,,low,high
Level2,2/28/18,mid-rise,LOW,179,,low,high
Level3,10/3/18,low-rise,LOW,155,,low,high
Level7,8/24/18,low-rise,HIGH,152,no,low,high
Level3,6/5/18,low-rise,LOW,193,,high,medium
Level8,4/27/17,low-rise,HIGH,152,no,low,high
Level10,2/23/17,mid-rise,LOW,130,,high,medium
Level10,10/26/17,low-rise,LOW,130,,high,medium
Level3,6/6/17,mid-rise,LOW,152,,high,medium
Level5,8/26/16,mid-rise,LOW,195,,high,medium
Level2,4/6/19,low-rise,LOW,179,,high,high
Level10,11/4/16,mid-rise,LOW,152,,high,medium
Level10,3/8/18,low-rise,LOW,193,,low,high
Level9,7/24/16,mid-rise,HIGH,193,no,low,high
Level8,10/27/16,low-rise,LOW,176,,low,high
Level2,11/29/16,low-rise,LOW,191,,high,high
Level9,11/26/16,low-rise,LOW,179,,high,medium
Level3,1/4/18,mid-rise,LOW,169,,low,high
Level3,7/7/17,mid-rise,LOW,123,,low,medium
Level10,10/26/18,mid-rise,LOW,103,,high,medium
Level4,12/30/16,mid-rise,LOW,152,,high,medium
Level8,4/28/17,low-rise,LOW,152,,high,high
Level4,2/4/17,mid-rise,LOW,154,,low,high
Level3,7/4/18,mid-rise,LOW,179,,high,medium
Level8,6/5/17,low-rise,HIGH,178,no,high,medium
Level1,7/6/17,mid-rise,LOW,141,,high,medium
Level6,1/31/17,low-rise,LOW,130,,high,medium
Level5,2/24/17,mid-rise,LOW,154,,high,medium
Level1,9/3/17,mid-rise,LOW,180,,high,medium
Level3,3/6/14,low-rise,LOW,178,,low,high
Level7,2/23/18,low-rise,LOW,165,,high,medium
Level5,7/30/17,low-rise,LOW,193,,high,medium
Level6,7/1/17,mid-rise,LOW,188,,low,medium
Level8,1/1/17,low-rise,LOW,152,,high,high
Level5,4/5/18,low-rise,LOW,178,,high,medium
Level6,7/24/18,mid-rise,LOW,154,,high,medium
Level1,3/9/18,low-rise,LOW,154,,high,high
Level1,10/25/17,low-rise,LOW,175,,high,medium
Level6,8/28/18,low-rise,LOW,152,,high,high
Level1,5/31/16,low-rise,LOW,193,,low,high
Level7,4/26/18,mid-rise,LOW,188,,low,high
Level5,7/5/17,mid-rise,HIGH,152,no,high,medium
Level10,11/3/18,mid-rise,LOW,175,,low,high
Level1,4/25/18,mid-rise,LOW,199,,low,medium
Level3,10/24/16,low-rise,LOW,152,,low,high
Level2,10/24/17,low-rise,LOW,180,,high,medium
Level2,2/28/18,low-rise,HIGH,191,no,low,high
Level2,9/4/16,mid-rise,LOW,199,,high,medium
Level8,11/28/17,low-rise,LOW,155,,low,high
Level10,8/6/17,mid-rise,LOW,141,,high,medium
Level6,2/24/18,low-rise,LOW,154,,high,medium
Level4,10/24/17,mid-rise,LOW,123,,high,medium
Level2,2/2/18,mid-rise,LOW,195,,high,medium
Level6,3/3/17,low-rise,LOW,175,,low,high
Level6,9/29/18,mid-rise,HIGH,180,no,high,medium
Level10,7/31/16,low-rise,LOW,188,,low,high
Level6,10/5/18,mid-rise,LOW,179,,high,medium
Level3,12/7/17,low-rise,LOW,195,,high,medium
Level5,8/29/17,mid-rise,LOW,165,,high,medium
Level7,2/2/17,low-rise,LOW,130,,low,high
Level2,7/30/18,mid-rise,LOW,199,,low,high
Level10,6/26/18,low-rise,LOW,179,,low,high
Level1,9/26/18,low-rise,LOW,175,,low,high
Level10,11/25/16,low-rise,LOW,188,,high,medium
Level10,12/31/17,mid-rise,LOW,175,,high,medium
Level10,6/1/18,mid-rise,LOW,105,,high,medium
Level4,6/1/18,low-rise,LOW,130,,high,high
Level10,11/6/16,mid-rise,HIGH,152,no,low,high
Level4,4/27/17,low-rise,HIGH,175,no,low,high
Level10,10/29/16,mid-rise,LOW,105,,low,high
Level8,8/30/17,mid-rise,LOW,188,,high,medium
Level1,1/3/17,low-rise,LOW,152,,high,high
Level5,12/5/18,low-rise,HIGH,195,yes,low,high
Level4,9/25/16,mid-rise,HIGH,103,no,low,high
Level6,5/23/18,low-rise,HIGH,130,no,high,medium
Level3,9/28/17,low-rise,LOW,130,,high,high
Level6,11/2/18,mid-rise,LOW,141,,low,medium
Level7,5/23/17,low-rise,LOW,141,,high,high
Level2,1/26/18,low-rise,HIGH,195,no,high,high
Level10,8/6/17,low-rise,LOW,191,,low,high
Level8,11/27/16,mid-rise,LOW,188,,high,medium
Level8,3/2/17,mid-rise,LOW,130,,high,medium
Level6,7/24/18,low-rise,LOW,130,,high,medium
Level9,8/1/17,mid-rise,LOW,152,,high,medium
Level6,8/5/17,low-rise,LOW,130,,high,medium
Level7,3/25/18,mid-rise,LOW,152,,high,medium
Level6,5/4/17,low-rise,LOW,154,,low,high
Level1,11/4/15,low-rise,LOW,155,,low,high
Level1,3/8/17,low-rise,LOW,103,,low,high
Level2,5/3/17,mid-rise,LOW,165,,low,high
Level9,10/28/16,mid-rise,LOW,123,,high,medium
Level9,6/4/17,low-rise,LOW,152,,high,medium
Level10,6/5/18,mid-rise,LOW,178,,high,high
Level3,1/30/17,low-rise,LOW,123,,low,medium
Level2,3/1/17,mid-rise,LOW,175,,low,medium
Level1,10/30/17,low-rise,LOW,103,,high,medium
Level3,9/4/16,low-rise,LOW,152,,high,medium
Level6,4/25/17,mid-rise,LOW,123,,low,high
Level7,4/28/18,mid-rise,HIGH,155,no,high,high
Level10,8/1/17,mid-rise,LOW,182,,high,medium
Level2,9/3/16,low-rise,HIGH,152,no,high,high
Level3,1/4/18,mid-rise,HIGH,178,no,high,medium
Level6,11/25/17,mid-rise,HIGH,152,no,high,high
Level8,4/2/17,low-rise,LOW,152,,high,medium
Level8,12/31/16,low-rise,HIGH,123,yes,low,high
Level6,9/3/18,low-rise,LOW,130,,low,high
Level10,9/5/17,low-rise,LOW,154,,low,medium
Level1,11/26/17,low-rise,LOW,155,,low,high
Level2,7/26/18,low-rise,HIGH,180,no,low,high
Level3,5/25/17,low-rise,LOW,152,,high,medium
Level3,12/2/17,mid-rise,LOW,193,,low,high
Level9,8/26/16,low-rise,LOW,155,,low,high
Level2,9/5/16,mid-rise,LOW,179,,high,medium
Level9,1/23/17,low-rise,HIGH,199,no,low,high
Level7,4/27/17,low-rise,HIGH,178,no,high,medium
Level5,3/26/18,mid-rise,LOW,123,,high,high
Level1,10/25/17,mid-rise,LOW,188,,low,medium
Level7,3/23/17,mid-rise,LOW,193,,high,medium
Level3,11/27/17,low-rise,LOW,130,,low,high
Level8,11/28/18,low-rise,LOW,191,,low,medium
Level3,3/26/18,low-rise,HIGH,103,no,low,high
Level7,10/2/16,low-rise,LOW,154,,high,medium
Level4,2/25/18,low-rise,LOW,138,,low,medium
Level4,3/25/17,low-rise,LOW,152,,low,high
Level2,10/28/17,mid-rise,LOW,160,,high,medium
Level9,2/4/17,low-rise,HIGH,152,no,high,high
Level5,2/2/18,low-rise,LOW,152,,high,medium
Level4,7/27/18,low-rise,LOW,180,,high,medium
Level2,11/24/17,low-rise,HIGH,180,no,high,medium
Level3,10/27/16,low-rise,LOW,188,,low,high
Level5,7/29/17,mid-rise,LOW,188,,high,high
Level7,9/26/17,low-rise,LOW,152,,high,high
Level8,11/2/17,mid-rise,HIGH,154,no,low,high
Level3,4/25/17,mid-rise,LOW,152,,high,medium
Level4,2/26/17,low-rise,LOW,199,,low,medium
Level3,4/23/17,mid-rise,LOW,199,,high,high
Level8,2/6/15,low-rise,LOW,138,,high,medium
Level5,2/26/18,mid-rise,LOW,191,,high,medium
Level9,10/27/16,low-rise,LOW,182,,high,medium
Level10,4/6/18,low-rise,LOW,169,,high,medium
Level2,8/29/16,low-rise,LOW,154,,low,high
Level5,11/25/15,mid-rise,HIGH,152,yes,high,high
Level6,5/30/17,low-rise,LOW,193,,high,medium
Level3,10/4/16,low-rise,LOW,199,,high,high
Level4,5/4/17,mid-rise,LOW,152,,high,medium
Level2,10/27/16,low-rise,HIGH,152,no,low,high
Level6,6/25/17,low-rise,LOW,175,,high,medium
Level9,6/2/18,mid-rise,LOW,123,,high,medium
Level9,12/5/16,mid-rise,LOW,152,,low,high
Level3,3/9/18,mid-rise,LOW,195,,low,medium
Level4,7/23/16,low-rise,LOW,152,,low,medium
Level2,5/27/17,low-rise,LOW,176,,low,high
Level3,9/25/18,mid-rise,LOW,130,,low,high
Level3,10/30/17,mid-rise,LOW,193,,low,high
Level8,8/2/18,low-rise,LOW,188,,low,high
Level2,10/28/17,low-rise,LOW,199,,high,medium
Level9,9/26/16,mid-rise,HIGH,152,no,high,high
Level5,1/23/17,low-rise,LOW,130,,low,high
Level4,1/4/18,low-rise,LOW,178,,low,medium
Level5,3/8/18,mid-rise,LOW,188,,low,medium
Level3,4/2/17,low-rise,LOW,138,,low,high
Level5,4/28/17,mid-rise,LOW,180,,high,high
Level8,9/27/14,mid-rise,HIGH,180,no,low,high
Level3,2/6/18,mid-rise,LOW,193,,high,medium
Level1,3/24/19,low-rise,LOW,165,,low,high
Level1,9/6/16,mid-rise,LOW,105,,high,medium
Level1,8/31/16,low-rise,HIGH,154,no,low,high
Level4,12/31/16,mid-rise,LOW,193,,high,medium
Level4,11/28/18,low-rise,LOW,180,,high,medium
Level5,6/30/18,low-rise,HIGH,154,no,low,high
Level2,5/1/17,mid-rise,LOW,199,,high,medium
Level2,11/25/18,low-rise,LOW,178,,low,high
Level10,1/1/17,low-rise,LOW,176,,low,medium
Level9,11/6/16,low-rise,LOW,180,,high,medium
Level5,8/4/18,low-rise,LOW,123,,high,medium
Level9,8/6/16,low-rise,LOW,175,,high,high
Level5,8/2/18,low-rise,LOW,199,,low,high
Level7,12/6/17,mid-rise,LOW,152,,high,medium
Level4,3/26/14,mid-rise,LOW,179,,high,medium
Level1,8/28/17,low-rise,LOW,165,,low,high
Level5,7/24/14,mid-rise,LOW,152,,high,medium
Level2,2/1/18,low-rise,HIGH,154,no,low,high
Level7,8/6/17,mid-rise,LOW,179,,low,high
Level10,11/30/16,mid-rise,HIGH,152,no,low,high
Level4,11/3/14,low-rise,LOW,155,,low,high
Level7,11/6/18,mid-rise,LOW,165,,high,medium
Level6,9/24/17,low-rise,LOW,176,,low,high
Level2,2/3/17,low-rise,LOW,175,,low,medium
Level7,3/6/15,low-rise,HIGH,154,no,high,medium
Level9,10/23/18,low-rise,LOW,130,,high,medium
Level4,1/25/17,mid-rise,HIGH,152,no,low,high
Level7,10/24/16,mid-rise,LOW,180,,low,high
Level5,5/23/17,mid-rise,LOW,193,,low,high
Level5,7/29/17,low-rise,HIGH,154,yes,high,high
Level7,10/30/16,low-rise,LOW,123,,high,high
Level3,1/30/17,low-rise,LOW,123,,high,medium
Level3,3/23/17,low-rise,LOW,165,,high,medium
Level7,5/30/18,mid-rise,LOW,180,,high,medium
Level5,10/28/17,low-rise,LOW,176,,low,high
Level1,6/24/17,low-rise,LOW,178,,high,medium
Level6,9/1/16,low-rise,LOW,195,,low,medium
Level3,4/26/17,mid-rise,HIGH,154,yes,low,high
Level5,8/27/14,low-rise,LOW,199,,high,medium
Level1,11/23/16,low-rise,LOW,176,,low,medium
Level4,1/4/17,low-rise,HIGH,180,no,high,high
Level2,12/5/17,mid-rise,HIGH,178,no,low,high
Level10,3/24/16,low-rise,LOW,195,,high,medium
Level10,10/23/16,mid-rise,LOW,152,,low,high
Level10,12/23/16,mid-rise,LOW,141,,low,high
Level8,2/6/17,mid-rise,LOW,188,,low,medium
Level2,7/27/18,mid-rise,LOW,199,,high,medium
Level4,4/5/17,mid-rise,LOW,152,,low,high
Level7,7/27/18,low-rise,LOW,123,,low,high
Level7,7/7/17,mid-rise,HIGH,195,no,low,high
Level4,10/7/17,low-rise,LOW,138,,high,medium
Level4,12/23/16,low-rise,LOW,123,,low,high
Level8,1/28/18,mid-rise,HIGH,179,yes,low,high
Level1,12/25/16,mid-rise,HIGH,152,no,high,medium
Level1,6/2/18,low-rise,LOW,179,,low,high
Level9,9/28/16,mid-rise,LOW,123,,high,medium
Level5,4/25/17,mid-rise,LOW,193,,high,medium
Level2,11/3/16,low-rise,LOW,188,,low,high
Level7,1/29/18,mid-rise,HIGH,178,no,low,high
Level6,4/24/18,mid-rise,HIGH,152,yes,high,medium
Level3,7/23/18,low-rise,LOW,154,,high,medium
Level10,4/6/17,mid-rise,LOW,103,,low,high
Level10,8/6/18,mid-rise,LOW,188,,low,high
Level9,6/30/17,low-rise,HIGH,178,no,low,high
Level10,9/4/17,mid-rise,LOW,191,,low,high
Level8,11/30/18,low-rise,LOW,180,,low,high
Level10,11/6/17,mid-rise,LOW,179,,high,medium
Level10,8/25/17,low-rise,LOW,152,,high,medium
Level10,5/31/18,mid-rise,LOW,130,,high,medium
Level10,3/26/17,low-rise,LOW,154,,low,high
Level6,8/6/17,mid-rise,LOW,105,,high,medium
Level10,8/26/16,low-rise,HIGH,155,no,low,high
Level8,6/26/17,low-rise,HIGH,152,no,high,high
Level6,9/2/17,low-rise,LOW,152,,low,high
Level2,2/3/17,low-rise,HIGH,188,no,low,high
Level9,6/2/17,mid-rise,LOW,152,,high,medium
Level7,7/31/17,mid-rise,HIGH,195,no,low,high
Level4,12/2/17,low-rise,LOW,195,,high,medium
Level10,3/26/17,low-rise,LOW,175,,low,high
Level2,4/25/18,low-rise,LOW,193,,low,medium
Level2,9/27/18,low-rise,LOW,152,,high,medium
Level8,9/5/18,low-rise,LOW,193,,low,high
Level4,12/6/18,mid-rise,LOW,188,,low,high
Level9,3/24/18,low-rise,LOW,195,,low,high
Level9,11/6/16,mid-rise,LOW,199,,low,high
Level5,10/25/17,low-rise,LOW,193,,high,medium
Level9,9/4/18,mid-rise,LOW,165,,low,high
Level10,11/4/18,mid-rise,LOW,103,,low,high
Level10,4/23/18,mid-rise,LOW,178,,high,high
Level1,9/1/17,mid-rise,LOW,123,,low,high
Level9,9/24/16,mid-rise,LOW,130,,low,high
Level5,11/23/17,low-rise,LOW,103,,low,high
Level9,7/1/18,low-rise,HIGH,130,no,low,high
Level7,11/26/16,low-rise,LOW,180,,low,high
Level5,12/29/17,low-rise,LOW,155,,high,medium
Level1,2/26/18,mid-rise,LOW,123,,high,medium
Level3,9/29/18,low-rise,LOW,178,,high,medium
Level8,10/27/18,mid-rise,HIGH,141,yes,high,medium
Level9,10/29/17,mid-rise,HIGH,152,no,high,medium
Level1,3/7/17,mid-rise,LOW,165,,low,high
Level7,1/26/18,mid-rise,HIGH,155,no,low,high
Level5,1/27/15,low-rise,HIGH,152,no,high,high
Level8,7/2/17,mid-rise,LOW,152,,high,medium
Level4,12/31/16,mid-rise,LOW,152,,low,medium
Level7,9/29/16,low-rise,LOW,152,,high,medium
Level7,9/24/16,low-rise,LOW,195,,high,medium
Level1,7/1/17,mid-rise,LOW,191,,high,medium
Level6,1/30/17,low-rise,LOW,175,,low,medium
Level5,5/2/17,mid-rise,LOW,193,,high,high
Level5,10/4/16,low-rise,HIGH,152,no,high,medium
Level10,7/28/16,low-rise,LOW,160,,high,medium
Level1,3/29/18,mid-rise,LOW,180,,low,high
Level10,1/6/17,low-rise,LOW,154,,low,medium
Level4,7/31/17,low-rise,LOW,180,,high,medium
Level3,12/29/17,mid-rise,HIGH,195,no,high,medium
Level9,1/24/18,low-rise,LOW,152,,high,medium
Level1,4/5/18,low-rise,LOW,155,,high,high
Level1,3/27/17,low-rise,LOW,199,,high,medium
Level8,11/1/17,mid-rise,LOW,180,,high,high
Level1,5/1/17,low-rise,LOW,188,,low,high
Level3,1/3/18,mid-rise,LOW,195,,low,high
Level7,7/23/16,low-rise,LOW,152,,high,medium
Level8,5/4/17,low-rise,LOW,152,,high,high
Level9,8/24/16,low-rise,LOW,195,,low,high
Level10,10/25/16,low-rise,LOW,103,,high,medium
Level5,7/23/17,low-rise,HIGH,130,no,low,high
Level2,12/31/17,mid-rise,LOW,179,,low,high
Level5,7/7/18,low-rise,HIGH,123,yes,low,high
Level10,3/3/19,mid-rise,LOW,193,,high,medium
Level3,12/29/16,mid-rise,LOW,141,,high,medium
Level3,10/24/17,mid-rise,LOW,193,,low,medium
Level4,3/4/17,mid-rise,LOW,152,,low,high
Level6,9/2/16,mid-rise,LOW,180,,low,high
Level5,3/23/18,low-rise,LOW,165,,high,medium
Level5,3/8/17,low-rise,LOW,188,,high,medium
Level3,7/30/17,low-rise,LOW,155,,high,medium
Level5,10/31/17,low-rise,LOW,178,,low,high
Level7,9/6/17,low-rise,LOW,175,,high,medium
Level9,9/1/18,mid-rise,LOW,154,,low,high
Level1,12/23/18,low-rise,LOW,180,,high,high
Level6,1/24/18,low-rise,LOW,103,,high,medium
Level9,7/26/17,low-rise,LOW,193,,low,high
Level5,11/6/17,mid-rise,LOW,130,,low,high
Level8,9/23/17,mid-rise,LOW,123,,high,high
Level3,8/29/18,mid-rise,LOW,188,,low,medium
Level7,5/27/18,low-rise,LOW,193,,low,high
Level5,5/27/15,mid-rise,LOW,188,,low,high
Level9,12/4/18,low-rise,LOW,193,,high,medium
Level10,12/1/15,mid-rise,LOW,193,,high,medium
Level1,3/28/18,mid-rise,LOW,103,,high,high
Level5,1/3/18,mid-rise,LOW,175,,low,high
Level2,7/26/16,mid-rise,LOW,123,,high,medium
Level7,7/29/18,mid-rise,LOW,188,,high,medium
Level5,11/25/18,low-rise,LOW,178,,high,medium
Level5,11/6/18,mid-rise,LOW,178,,high,medium
Level5,5/29/17,low-rise,LOW,103,,high,medium
Level1,6/24/17,mid-rise,LOW,123,,high,medium
Level1,8/29/16,mid-rise,HIGH,152,no,low,high
Level6,7/26/17,mid-rise,LOW,123,,high,medium
Level2,10/5/17,mid-rise,LOW,130,,low,high
Level9,5/31/17,low-rise,LOW,152,,high,high
Level3,11/27/16,low-rise,HIGH,180,no,high,medium
Level10,1/5/17,low-rise,LOW,199,,low,high
Level1,10/25/18,mid-rise,LOW,176,,high,medium
Level6,3/4/15,low-rise,LOW,152,,high,medium
Level9,12/29/17,low-rise,HIGH,179,no,high,medium
Level10,8/24/17,low-rise,LOW,123,,high,medium
Level6,7/26/17,mid-rise,LOW,175,,high,medium
Level9,10/27/16,low-rise,HIGH,152,no,low,high
Level9,10/30/18,mid-rise,HIGH,152,no,high,medium
Level2,8/30/17,mid-rise,LOW,180,,low,medium
Level5,5/3/18,low-rise,LOW,176,,low,high
Level7,10/5/17,mid-rise,LOW,155,,low,high
Level1,1/5/19,mid-rise,LOW,141,,high,high
Level6,2/27/17,mid-rise,HIGH,152,no,high,high
Level1,6/30/17,low-rise,LOW,152,,high,medium
Level10,9/27/17,mid-rise,HIGH,178,no,high,medium
Level10,1/28/17,low-rise,LOW,175,,low,high
Level4,5/3/18,low-rise,HIGH,103,no,low,high
Level6,3/29/18,low-rise,LOW,152,,high,medium
Level7,12/5/18,mid-rise,LOW,180,,low,high
Level4,4/24/17,low-rise,LOW,175,,low,high
Level3,1/24/17,mid-rise,LOW,152,,high,medium
Level7,11/30/16,low-rise,LOW,154,,high,high
Level8,8/31/16,low-rise,LOW,130,,high,high
Level1,12/5/16,mid-rise,LOW,123,,low,high
Level10,12/27/16,mid-rise,LOW,152,,low,high
Level9,12/24/18,mid-rise,LOW,175,,low,high
Level9,7/27/16,low-rise,LOW,152,,high,medium
Level5,9/27/17,low-rise,LOW,152,,high,high
Level1,8/25/16,low-rise,HIGH,152,yes,high,high
Level9,12/25/17,low-rise,LOW,130,,high,medium
Level6,8/6/17,mid-rise,LOW,169,,high,high
Level10,7/5/17,mid-rise,LOW,165,,low,high
Level4,7/24/18,low-rise,LOW,199,,high,medium
Level6,3/23/17,mid-rise,LOW,152,,high,medium
Level9,12/7/18,low-rise,LOW,193,,low,high
Level4,10/26/16,low-rise,LOW,152,,high,medium
Level3,4/28/17,mid-rise,LOW,152,,low,medium
Level7,4/24/18,low-rise,HIGH,195,no,low,high
Level3,8/28/16,low-rise,LOW,193,,low,high
Level9,6/23/17,low-rise,HIGH,193,no,low,high
Level1,10/28/16,low-rise,LOW,191,,high,medium
Level3,6/26/18,low-rise,LOW,188,,low,high
Level5,12/23/16,low-rise,HIGH,152,no,high,high
Level3,5/4/18,low-rise,LOW,123,,low,high
Level2,10/29/16,low-rise,LOW,152,,high,medium
Level3,11/1/17,mid-rise,LOW,160,,low,medium
Level3,8/6/17,low-rise,LOW,165,,low,medium
Level7,2/3/18,mid-rise,LOW,152,,low,high
Level3,2/27/17,low-rise,LOW,103,,high,medium
